location,lat,lng
"Avoca, Arkansas, AR, United States, US",36.398,-94.071
"Van Buren, Arkansas, AR, United States, US",35.448,-94.3529
"Leola, Arkansas, AR, United States, US",34.17,-92.5914
"Lonoke, Arkansas, AR, United States, US",34.7908,-91.9069
"Luxora, Arkansas, AR, United States, US",35.7576,-89.9298
"Beedeville, Arkansas, AR, United States, US",35.4292,-91.1107
"Rye, Arkansas, AR, United States, US",33.7505,-91.9985
"Diamond City, Arkansas, AR, United States, US",36.4575,-92.9129
"Rudy, Arkansas, AR, United States, US",35.5285,-94.2411
"McCaskill, Arkansas, AR, United States, US",33.9187,-93.6416
"Banks, Arkansas, AR, United States, US",33.5758,-92.2671
"Scott, Arkansas, AR, United States, US",34.6967,-92.0938
"Forrest City, Arkansas, AR, United States, US",35.0102,-90.7874
"El Dorado, Arkansas, AR, United States, US",33.2184,-92.664
"De Valls Bluff, Arkansas, AR, United States, US",34.7859,-91.4602
"Lowell, Arkansas, AR, United States, US",36.2563,-94.1518
"Manila, Arkansas, AR, United States, US",35.8848,-90.1648
"Hunter, Arkansas, AR, United States, US",35.0545,-91.1227
"Campbell Station, Arkansas, AR, United States, US",35.6678,-91.2538
"Oxford, Arkansas, AR, United States, US",36.2092,-91.919
"Grubbs, Arkansas, AR, United States, US",35.654,-91.0755
"Big Flat, Arkansas, AR, United States, US",36.0056,-92.4066
"St. Francis, Arkansas, AR, United States, US",36.4556,-90.1428
"Friendship, Arkansas, AR, United States, US",34.2243,-93.0037
"England, Arkansas, AR, United States, US",34.5459,-91.969
"Portland, Arkansas, AR, United States, US",33.2379,-91.5109
"West Point, Arkansas, AR, United States, US",35.2033,-91.6099
"Perry, Arkansas, AR, United States, US",35.0444,-92.7939
"Natural Steps, Arkansas, AR, United States, US",34.8669,-92.4881
"East Camden, Arkansas, AR, United States, US",33.6082,-92.7435
"Monette, Arkansas, AR, United States, US",35.8933,-90.3442
"Cammack Village, Arkansas, AR, United States, US",34.7808,-92.3449
"Belleville, Arkansas, AR, United States, US",35.0915,-93.4458
"Oak Grove Heights, Arkansas, AR, United States, US",36.1271,-90.5085
"Daisy, Arkansas, AR, United States, US",34.2349,-93.7406
"Mount Pleasant, Arkansas, AR, United States, US",35.9818,-91.777
"Amagon, Arkansas, AR, United States, US",35.5632,-91.1093
"Salesville, Arkansas, AR, United States, US",36.2409,-92.2768
"Wiederkehr Village, Arkansas, AR, United States, US",35.4814,-93.7579
"Prescott, Arkansas, AR, United States, US",33.8056,-93.3909
"Allport, Arkansas, AR, United States, US",34.5393,-91.7843
"Garfield, Arkansas, AR, United States, US",36.4554,-93.9757
"Bigelow, Arkansas, AR, United States, US",34.9985,-92.6312
"Almyra, Arkansas, AR, United States, US",34.4057,-91.4109
"Eureka Springs, Arkansas, AR, United States, US",36.4105,-93.745
"Wilson, Arkansas, AR, United States, US",35.5661,-90.043
"Sherwood, Arkansas, AR, United States, US",34.8509,-92.2029
"Portia, Arkansas, AR, United States, US",36.0849,-91.0711
"Patterson, Arkansas, AR, United States, US",35.2591,-91.2352
"Omaha, Arkansas, AR, United States, US",36.4583,-93.191
"Perrytown, Arkansas, AR, United States, US",33.6973,-93.5341
"Chester, Arkansas, AR, United States, US",35.6778,-94.1778
"Tinsman, Arkansas, AR, United States, US",33.6292,-92.3533
"North Crossett, Arkansas, AR, United States, US",33.171,-91.9367
"Bergman, Arkansas, AR, United States, US",36.3128,-93.0115
"East End, Arkansas, AR, United States, US",34.5554,-92.3261
"Dierks, Arkansas, AR, United States, US",34.12,-94.0173
"Enola, Arkansas, AR, United States, US",35.1958,-92.2068
"Alicia, Arkansas, AR, United States, US",35.8943,-91.0832
"Alexander, Arkansas, AR, United States, US",34.6185,-92.4512
"Ravenden Springs, Arkansas, AR, United States, US",36.3127,-91.2233
"Leachville, Arkansas, AR, United States, US",35.9226,-90.2541
"Elm Springs, Arkansas, AR, United States, US",36.2069,-94.2366
"Green Forest, Arkansas, AR, United States, US",36.3344,-93.4285
"Mayflower, Arkansas, AR, United States, US",34.9688,-92.4223
"Nashville, Arkansas, AR, United States, US",33.9415,-93.8517
"Avilla, Arkansas, AR, United States, US",34.6988,-92.5813
"Turrell, Arkansas, AR, United States, US",35.3763,-90.2704
"Ozark, Arkansas, AR, United States, US",35.4995,-93.8431
"Holly Grove, Arkansas, AR, United States, US",34.6003,-91.1963
"Waldenburg, Arkansas, AR, United States, US",35.5653,-90.9346
"Piggott, Arkansas, AR, United States, US",36.3858,-90.2016
"Kirby, Arkansas, AR, United States, US",34.2556,-93.6522
"Monticello, Arkansas, AR, United States, US",33.6258,-91.7934
"Quitman, Arkansas, AR, United States, US",35.3825,-92.2138
"Landmark, Arkansas, AR, United States, US",34.607,-92.3206
"Altus, Arkansas, AR, United States, US",35.4467,-93.7644
"Norphlet, Arkansas, AR, United States, US",33.3199,-92.662
"Jonesboro, Arkansas, AR, United States, US",35.8211,-90.6793
"Jacksonville, Arkansas, AR, United States, US",34.8807,-92.1302
"Cherokee City, Arkansas, AR, United States, US",36.2947,-94.5769
"Weiner, Arkansas, AR, United States, US",35.6197,-90.9054
"Foreman, Arkansas, AR, United States, US",33.7197,-94.3979
"Evening Shade, Arkansas, AR, United States, US",36.0702,-91.6219
"Russell, Arkansas, AR, United States, US",35.362,-91.51
"Newark, Arkansas, AR, United States, US",35.7083,-91.4432
"Morrilton, Arkansas, AR, United States, US",35.156,-92.739
"Lavaca, Arkansas, AR, United States, US",35.3341,-94.1799
"Clinton, Arkansas, AR, United States, US",35.5801,-92.4542
"Viola, Arkansas, AR, United States, US",36.3972,-91.9852
"Marie, Arkansas, AR, United States, US",35.613,-90.0829
"Lexa, Arkansas, AR, United States, US",34.5982,-90.7519
"Springtown, Arkansas, AR, United States, US",36.2606,-94.4239
"Knobel, Arkansas, AR, United States, US",36.3199,-90.6024
"Reed, Arkansas, AR, United States, US",33.702,-91.4461
"Hot Springs Village, Arkansas, AR, United States, US",34.6568,-92.9644
"Winthrop, Arkansas, AR, United States, US",33.8308,-94.3542
"De Queen, Arkansas, AR, United States, US",34.0426,-94.342
"Peach Orchard, Arkansas, AR, United States, US",36.2812,-90.6608
"Cedarville, Arkansas, AR, United States, US",35.5831,-94.3615
"Dennard, Arkansas, AR, United States, US",35.7498,-92.5394
"Pangburn, Arkansas, AR, United States, US",35.4261,-91.8394
"Fairfield Bay, Arkansas, AR, United States, US",35.605,-92.2659
"Lonsdale, Arkansas, AR, United States, US",34.545,-92.8106
"Fountain Lake, Arkansas, AR, United States, US",34.6136,-92.92
"Fisher, Arkansas, AR, United States, US",35.4915,-90.9725
"O'Kean, Arkansas, AR, United States, US",36.1715,-90.8183
"Magness, Arkansas, AR, United States, US",35.703,-91.4821
"Summit, Arkansas, AR, United States, US",36.2522,-92.6883
"Fayetteville, Arkansas, AR, United States, US",36.0713,-94.166
"Bull Shoals, Arkansas, AR, United States, US",36.3747,-92.5902
"Hampton, Arkansas, AR, United States, US",33.5363,-92.4661
"Little Flock, Arkansas, AR, United States, US",36.3855,-94.1361
"Mount Ida, Arkansas, AR, United States, US",34.5509,-93.6309
"New Blaine, Arkansas, AR, United States, US",35.2929,-93.4202
"Sherrill, Arkansas, AR, United States, US",34.385,-91.9518
"Menifee, Arkansas, AR, United States, US",35.1493,-92.5544
"Dardanelle, Arkansas, AR, United States, US",35.2263,-93.1649
"Greenway, Arkansas, AR, United States, US",36.3406,-90.2223
"Oak Grove, Arkansas, AR, United States, US",36.4642,-93.4302
"Bryant, Arkansas, AR, United States, US",34.6152,-92.4912
"Carthage, Arkansas, AR, United States, US",34.0726,-92.5553
"Newport, Arkansas, AR, United States, US",35.6234,-91.2322
"Ulm, Arkansas, AR, United States, US",34.5762,-91.4617
"White Hall, Arkansas, AR, United States, US",34.2737,-92.1005
"Dyess, Arkansas, AR, United States, US",35.5893,-90.2133
"Trumann, Arkansas, AR, United States, US",35.6761,-90.5231
"Egypt, Arkansas, AR, United States, US",35.8677,-90.9454
"Hardy, Arkansas, AR, United States, US",36.3187,-91.479
"Maysville, Arkansas, AR, United States, US",36.4019,-94.5889
"Blue Mountain, Arkansas, AR, United States, US",35.1311,-93.7162
"Gateway, Arkansas, AR, United States, US",36.4854,-93.9365
"Springdale, Arkansas, AR, United States, US",36.1898,-94.1573
"Lake City, Arkansas, AR, United States, US",35.8202,-90.4547
"Pocahontas, Arkansas, AR, United States, US",36.264,-90.9703
"Emerson, Arkansas, AR, United States, US",33.0973,-93.196
"Wrightsville, Arkansas, AR, United States, US",34.6109,-92.2136
"Center Ridge, Arkansas, AR, United States, US",35.3806,-92.5702
"Powhatan, Arkansas, AR, United States, US",36.0841,-91.1202
"Mount Vernon, Arkansas, AR, United States, US",35.2236,-92.124
"Helena-West Helena, Arkansas, AR, United States, US",34.5314,-90.6201
"Melbourne, Arkansas, AR, United States, US",36.0638,-91.8865
"Hensley, Arkansas, AR, United States, US",34.5068,-92.2069
"Fordyce, Arkansas, AR, United States, US",33.8181,-92.4174
"Holiday Island, Arkansas, AR, United States, US",36.4762,-93.7342
"McNab, Arkansas, AR, United States, US",33.6609,-93.8323
"Lockesburg, Arkansas, AR, United States, US",33.9716,-94.1761
"West Fork, Arkansas, AR, United States, US",35.936,-94.1798
"Goshen, Arkansas, AR, United States, US",36.1042,-94.0038
"Houston, Arkansas, AR, United States, US",35.0349,-92.6945
"Horseshoe Bend, Arkansas, AR, United States, US",36.2217,-91.7396
"Fredonia, Arkansas, AR, United States, US",34.8197,-91.4101
"Altheimer, Arkansas, AR, United States, US",34.3241,-91.8481
"West Memphis, Arkansas, AR, United States, US",35.1531,-90.1995
"Woodson, Arkansas, AR, United States, US",34.538,-92.2211
"Whelen Springs, Arkansas, AR, United States, US",33.8331,-93.1259
"Staves, Arkansas, AR, United States, US",34.031,-92.278
"Harrisburg, Arkansas, AR, United States, US",35.5634,-90.7214
"Black Springs, Arkansas, AR, United States, US",34.4607,-93.7123
"Huttig, Arkansas, AR, United States, US",33.0418,-92.1818
"Huntington, Arkansas, AR, United States, US",35.0814,-94.2663
"Western Grove, Arkansas, AR, United States, US",36.1011,-92.9546
"Oakhaven, Arkansas, AR, United States, US",33.7293,-93.6205
"Jacksonport, Arkansas, AR, United States, US",35.6422,-91.308
"Booneville, Arkansas, AR, United States, US",35.1393,-93.9179
"Tumbling Shoals, Arkansas, AR, United States, US",35.5479,-91.9688
"Flippin, Arkansas, AR, United States, US",36.2773,-92.593
"Humphrey, Arkansas, AR, United States, US",34.4224,-91.7025
"Austin, Arkansas, AR, United States, US",35.0069,-91.9896
"Piney, Arkansas, AR, United States, US",34.5024,-93.142
"Gassville, Arkansas, AR, United States, US",36.285,-92.4868
"Caulksville, Arkansas, AR, United States, US",35.3017,-93.868
"Palestine, Arkansas, AR, United States, US",34.9689,-90.9062
"Perryville, Arkansas, AR, United States, US",35.012,-92.803
"Georgetown, Arkansas, AR, United States, US",35.1267,-91.4539
"Rockwell, Arkansas, AR, United States, US",34.4641,-93.1341
"Ratcliff, Arkansas, AR, United States, US",35.3066,-93.8887
"Holland, Arkansas, AR, United States, US",35.166,-92.277
"Leslie, Arkansas, AR, United States, US",35.8294,-92.5563
"Tupelo, Arkansas, AR, United States, US",35.3909,-91.2298
"Wilmot, Arkansas, AR, United States, US",33.0588,-91.5749
"Prairie Grove, Arkansas, AR, United States, US",35.9858,-94.3048
"Bonanza, Arkansas, AR, United States, US",35.2335,-94.4168
"Cushman, Arkansas, AR, United States, US",35.8658,-91.7781
"Hazen, Arkansas, AR, United States, US",34.7967,-91.5725
"Mitchellville, Arkansas, AR, United States, US",33.9053,-91.4983
"Perla, Arkansas, AR, United States, US",34.3647,-92.7763
"Hector, Arkansas, AR, United States, US",35.4644,-92.976
"Colt, Arkansas, AR, United States, US",35.1329,-90.813
"Hope, Arkansas, AR, United States, US",33.6682,-93.5895
"Marvell, Arkansas, AR, United States, US",34.5563,-90.9153
"Higginson, Arkansas, AR, United States, US",35.1957,-91.7143
"Arkansas City, Arkansas, AR, United States, US",33.6089,-91.2048
"Delaplaine, Arkansas, AR, United States, US",36.2304,-90.7256
"Guion, Arkansas, AR, United States, US",35.9269,-91.9389
"Emmet, Arkansas, AR, United States, US",33.7227,-93.4657
"Rison, Arkansas, AR, United States, US",33.9603,-92.1934
"Kingsland, Arkansas, AR, United States, US",33.8659,-92.2911
"Calion, Arkansas, AR, United States, US",33.3285,-92.5402
"Gibson, Arkansas, AR, United States, US",34.8923,-92.2341
"Lamar, Arkansas, AR, United States, US",35.4436,-93.3951
"Maynard, Arkansas, AR, United States, US",36.4217,-90.9027
"Marked Tree, Arkansas, AR, United States, US",35.5251,-90.4251
"Warren, Arkansas, AR, United States, US",33.6113,-92.0678
"Keo, Arkansas, AR, United States, US",34.6088,-92.0104
"Smackover, Arkansas, AR, United States, US",33.3636,-92.7314
"Pindall, Arkansas, AR, United States, US",36.0637,-92.8622
"Denning, Arkansas, AR, United States, US",35.4252,-93.7568
"Highland, Arkansas, AR, United States, US",36.2657,-91.5186
"Fouke, Arkansas, AR, United States, US",33.2622,-93.8852
"Gentry, Arkansas, AR, United States, US",36.257,-94.4907
"Wabbaseka, Arkansas, AR, United States, US",34.3592,-91.7927
"Poyen, Arkansas, AR, United States, US",34.3243,-92.6421
"Midland, Arkansas, AR, United States, US",35.0927,-94.3531
"Aubrey, Arkansas, AR, United States, US",34.7193,-90.8976
"Huntsville, Arkansas, AR, United States, US",36.0985,-93.7363
"Hamburg, Arkansas, AR, United States, US",33.2248,-91.7972
"Clarkedale, Arkansas, AR, United States, US",35.297,-90.2103
"Biggers, Arkansas, AR, United States, US",36.3319,-90.8052
"Black Oak, Arkansas, AR, United States, US",35.8364,-90.3676
"Elkins, Arkansas, AR, United States, US",36.0163,-94.025
"Morrison Bluff, Arkansas, AR, United States, US",35.3827,-93.523
"Letona, Arkansas, AR, United States, US",35.3635,-91.8296
"Willisville, Arkansas, AR, United States, US",33.5194,-93.2949
"Sedgwick, Arkansas, AR, United States, US",35.9752,-90.8679
"Felsenthal, Arkansas, AR, United States, US",33.0588,-92.1533
"Star City, Arkansas, AR, United States, US",33.9406,-91.84
"Prattsville, Arkansas, AR, United States, US",34.3171,-92.5428
"Winchester, Arkansas, AR, United States, US",33.7741,-91.4737
"West Crossett, Arkansas, AR, United States, US",33.1488,-92.0221
"Lincoln, Arkansas, AR, United States, US",35.949,-94.4174
"Success, Arkansas, AR, United States, US",36.4545,-90.7226
"Oil Trough, Arkansas, AR, United States, US",35.6292,-91.4612
"Clarendon, Arkansas, AR, United States, US",34.6936,-91.3062
"Conway, Arkansas, AR, United States, US",35.0753,-92.4695
"Washington, Arkansas, AR, United States, US",33.773,-93.6833
"Camden, Arkansas, AR, United States, US",33.5672,-92.8467
"Ravenden, Arkansas, AR, United States, US",36.2417,-91.2511
"Amity, Arkansas, AR, United States, US",34.2662,-93.4634
"Fountain Hill, Arkansas, AR, United States, US",33.3575,-91.8511
"Ola, Arkansas, AR, United States, US",35.031,-93.2244
"Lynn, Arkansas, AR, United States, US",36.0042,-91.252
"Twin Groves, Arkansas, AR, United States, US",35.3187,-92.4253
"Bentonville, Arkansas, AR, United States, US",36.355,-94.2299
"Branch, Arkansas, AR, United States, US",35.3075,-93.9557
"Arkadelphia, Arkansas, AR, United States, US",34.125,-93.0719
"Montrose, Arkansas, AR, United States, US",33.2989,-91.4965
"Elaine, Arkansas, AR, United States, US",34.3086,-90.8533
"Mammoth Spring, Arkansas, AR, United States, US",36.4924,-91.5412
"North Westminster, Vermont, VT, United States, US",43.1219,-72.4555
"Old Bennington, Vermont, VT, United States, US",42.8848,-73.2143
"Burlington, Vermont, VT, United States, US",44.4877,-73.2314
"North Springfield, Vermont, VT, United States, US",43.33,-72.5262
"Newport Center, Vermont, VT, United States, US",44.9509,-72.3043
"Vergennes, Vermont, VT, United States, US",44.1664,-73.2555
"Derby Line, Vermont, VT, United States, US",45.0008,-72.1034
"Websterville, Vermont, VT, United States, US",44.1617,-72.4722
"West Burke, Vermont, VT, United States, US",44.6431,-71.9791
"South Burlington, Vermont, VT, United States, US",44.4622,-73.2203
"Poultney, Vermont, VT, United States, US",43.5181,-73.236
"Johnson, Vermont, VT, United States, US",44.6366,-72.6786
"Wilder, Vermont, VT, United States, US",43.673,-72.3109
"North Troy, Vermont, VT, United States, US",44.9963,-72.4038
"Ascutney, Vermont, VT, United States, US",43.408,-72.407
"Barton, Vermont, VT, United States, US",44.7481,-72.1785
"Newport, Vermont, VT, United States, US",44.9375,-72.2088
"Rutland, Vermont, VT, United States, US",43.6091,-72.9781
"Jacksonville, Vermont, VT, United States, US",42.7976,-72.8192
"East Burke, Vermont, VT, United States, US",44.5875,-71.9403
"South Royalton, Vermont, VT, United States, US",43.8123,-72.5155
"Morrisville, Vermont, VT, United States, US",44.5584,-72.5933
"Perkinsville, Vermont, VT, United States, US",43.3708,-72.5159
"Derby Center, Vermont, VT, United States, US",44.955,-72.1361
"Enosburg Falls, Vermont, VT, United States, US",44.9083,-72.8029
"Graniteville, Vermont, VT, United States, US",44.1463,-72.4818
"North Bennington, Vermont, VT, United States, US",42.924,-73.2411
"West Brattleboro, Vermont, VT, United States, US",42.8559,-72.6017
"Newfane, Vermont, VT, United States, US",42.9875,-72.6548
"Manchester, Vermont, VT, United States, US",43.161,-73.0709
"Manchester Center, Vermont, VT, United States, US",43.1822,-73.0362
"Orleans, Vermont, VT, United States, US",44.8092,-72.2013
"Jeffersonville, Vermont, VT, United States, US",44.6427,-72.8282
"Marshfield, Vermont, VT, United States, US",44.3519,-72.3521
"Essex Junction, Vermont, VT, United States, US",44.4902,-73.114
"Wells River, Vermont, VT, United States, US",44.1538,-72.0617
"Bellows Falls, Vermont, VT, United States, US",43.1344,-72.455
"St. Albans, Vermont, VT, United States, US",44.8118,-73.0846
"Hyde Park, Vermont, VT, United States, US",44.596,-72.6123
"Swanton, Vermont, VT, United States, US",44.9213,-73.1201
"Jericho, Vermont, VT, United States, US",44.5049,-72.9879
"North Hartland, Vermont, VT, United States, US",43.5936,-72.3578
"Barre, Vermont, VT, United States, US",44.1997,-72.5083
"Newbury, Vermont, VT, United States, US",44.0812,-72.0594
"Waterbury, Vermont, VT, United States, US",44.3429,-72.7429
"Proctorsville, Vermont, VT, United States, US",43.3824,-72.6415
"Greensboro Bend, Vermont, VT, United States, US",44.5583,-72.2642
"Albany, Vermont, VT, United States, US",44.7302,-72.3811
"South Barre, Vermont, VT, United States, US",44.1646,-72.5038
"White River Junction, Vermont, VT, United States, US",43.6496,-72.3239
"Saxtons River, Vermont, VT, United States, US",43.139,-72.5102
"Quechee, Vermont, VT, United States, US",43.6444,-72.4184
"Woodstock, Vermont, VT, United States, US",43.6257,-72.5167
"South Shaftsbury, Vermont, VT, United States, US",42.9411,-73.202
"East Barre, Vermont, VT, United States, US",44.1498,-72.4498
"Lyndonville, Vermont, VT, United States, US",44.5352,-72.0016
"Winooski, Vermont, VT, United States, US",44.4951,-73.1843
"Cambridge, Vermont, VT, United States, US",44.6389,-72.8788
"Montpelier, Vermont, VT, United States, US",44.2658,-72.5717
"East Middlebury, Vermont, VT, United States, US",43.9746,-73.1056
"Ludlow, Vermont, VT, United States, US",43.3973,-72.6969
"Beecher Falls, Vermont, VT, United States, US",45.009,-71.4935
"Westminster, Vermont, VT, United States, US",43.0739,-72.4551
"Island Pond, Vermont, VT, United States, US",44.8125,-71.8862
"Trenton, Illinois, IL, United States, US",38.607,-89.6844
"Strawn, Illinois, IL, United States, US",40.6537,-88.3999
"Tilton, Illinois, IL, United States, US",40.0941,-87.6398
"Bluford, Illinois, IL, United States, US",38.3256,-88.7366
"Gillespie, Illinois, IL, United States, US",39.1258,-89.8173
"West York, Illinois, IL, United States, US",39.1689,-87.673
"Wenona, Illinois, IL, United States, US",41.0486,-89.0522
"Paris, Illinois, IL, United States, US",39.6148,-87.6905
"Mulkeytown, Illinois, IL, United States, US",37.9721,-89.1111
"St. Peter, Illinois, IL, United States, US",38.8676,-88.8505
"Cullom, Illinois, IL, United States, US",40.8784,-88.2696
"Aurora, Illinois, IL, United States, US",41.7637,-88.2901
"Chrisman, Illinois, IL, United States, US",39.8044,-87.6752
"Glencoe, Illinois, IL, United States, US",42.1347,-87.7641
"Twin Grove, Illinois, IL, United States, US",40.4857,-89.0993
"Mackinaw, Illinois, IL, United States, US",40.534,-89.3556
"North Henderson, Illinois, IL, United States, US",41.0904,-90.4748
"Arlington Heights, Illinois, IL, United States, US",42.0956,-87.9825
"Olympia Fields, Illinois, IL, United States, US",41.517,-87.6924
"Bone Gap, Illinois, IL, United States, US",38.4449,-87.9975
"Mattoon, Illinois, IL, United States, US",39.4774,-88.3627
"New Athens, Illinois, IL, United States, US",38.3188,-89.8743
"Crete, Illinois, IL, United States, US",41.4399,-87.6231
"Melvin, Illinois, IL, United States, US",40.5709,-88.2471
"Princeville, Illinois, IL, United States, US",40.935,-89.7547
"Panama, Illinois, IL, United States, US",39.029,-89.5247
"Liberty, Illinois, IL, United States, US",39.8842,-91.1084
"Sheffield, Illinois, IL, United States, US",41.3573,-89.7372
"Hanaford, Illinois, IL, United States, US",37.9579,-88.8356
"Apple Canyon Lake, Illinois, IL, United States, US",42.4302,-90.1642
"East Peoria, Illinois, IL, United States, US",40.6734,-89.5419
"South Pekin, Illinois, IL, United States, US",40.4959,-89.6525
"Loda, Illinois, IL, United States, US",40.5162,-88.0759
"Rockton, Illinois, IL, United States, US",42.45,-89.0631
"Dongola, Illinois, IL, United States, US",37.3599,-89.1654
"Bulpitt, Illinois, IL, United States, US",39.5919,-89.4258
"Cherry Valley, Illinois, IL, United States, US",42.2221,-88.9716
"Pistakee Highlands, Illinois, IL, United States, US",42.4028,-88.2117
"Bonfield, Illinois, IL, United States, US",41.145,-88.0539
"Round Lake Beach, Illinois, IL, United States, US",42.379,-88.0811
"Eddyville, Illinois, IL, United States, US",37.5005,-88.5847
"Mitchell, Illinois, IL, United States, US",38.7631,-90.0816
"Summerfield, Illinois, IL, United States, US",38.5955,-89.7497
"Buckley, Illinois, IL, United States, US",40.5973,-88.0374
"Exeter, Illinois, IL, United States, US",39.7191,-90.4961
"Northbrook, Illinois, IL, United States, US",42.1292,-87.8353
"Moweaqua, Illinois, IL, United States, US",39.6265,-89.0189
"Highwood, Illinois, IL, United States, US",42.206,-87.8129
"Nora, Illinois, IL, United States, US",42.4565,-89.9459
"Delavan, Illinois, IL, United States, US",40.3711,-89.5459
"Buncombe, Illinois, IL, United States, US",37.4715,-88.9746
"Odell, Illinois, IL, United States, US",41.0021,-88.5224
"Robbins, Illinois, IL, United States, US",41.6431,-87.708
"Berlin, Illinois, IL, United States, US",39.7577,-89.9026
"Willowbrook, Illinois, IL, United States, US",41.7635,-87.9456
"Streator, Illinois, IL, United States, US",41.1242,-88.8295
"Waterloo, Illinois, IL, United States, US",38.3402,-90.1538
"Rockford, Illinois, IL, United States, US",42.2598,-89.0641
"Belknap, Illinois, IL, United States, US",37.3224,-88.9405
"Flora, Illinois, IL, United States, US",38.6688,-88.4758
"Norwood, Illinois, IL, United States, US",40.7075,-89.7005
"Wauconda, Illinois, IL, United States, US",42.2748,-88.1359
"Rio, Illinois, IL, United States, US",41.1093,-90.3988
"Centralia, Illinois, IL, United States, US",38.5224,-89.1233
"Worth, Illinois, IL, United States, US",41.6877,-87.7916
"Henry, Illinois, IL, United States, US",41.1173,-89.3567
"Channahon, Illinois, IL, United States, US",41.4211,-88.2593
"Freeman Spur, Illinois, IL, United States, US",37.8611,-88.9993
"Waverly, Illinois, IL, United States, US",39.5925,-89.9528
"Danvers, Illinois, IL, United States, US",40.5297,-89.1753
"Manteno, Illinois, IL, United States, US",41.2471,-87.8457
"Orion, Illinois, IL, United States, US",41.3515,-90.3767
"Amboy, Illinois, IL, United States, US",41.729,-89.3679
"Belle Rive, Illinois, IL, United States, US",38.2317,-88.7405
"Oak Lawn, Illinois, IL, United States, US",41.7139,-87.7528
"Lincolnshire, Illinois, IL, United States, US",42.1957,-87.9182
"Rose Hill, Illinois, IL, United States, US",39.1043,-88.1499
"Big Rock, Illinois, IL, United States, US",41.7669,-88.5264
"Louisville, Illinois, IL, United States, US",38.7696,-88.5068
"Granville, Illinois, IL, United States, US",41.2637,-89.23
"Winslow, Illinois, IL, United States, US",42.4929,-89.7949
"Hillsboro, Illinois, IL, United States, US",39.167,-89.4735
"Raleigh, Illinois, IL, United States, US",37.8262,-88.5304
"Elizabeth, Illinois, IL, United States, US",42.3164,-90.2206
"Walshville, Illinois, IL, United States, US",39.0689,-89.6189
"La Rose, Illinois, IL, United States, US",40.9787,-89.235
"Nauvoo, Illinois, IL, United States, US",40.5457,-91.3829
"Nokomis, Illinois, IL, United States, US",39.3001,-89.2852
"Norris City, Illinois, IL, United States, US",37.9789,-88.3279
"Alorton, Illinois, IL, United States, US",38.585,-90.1139
"Round Lake Heights, Illinois, IL, United States, US",42.3855,-88.1037
"Toluca, Illinois, IL, United States, US",41.0044,-89.1339
"Northfield, Illinois, IL, United States, US",42.1026,-87.7791
"West Frankfort, Illinois, IL, United States, US",37.8997,-88.9301
"Modesto, Illinois, IL, United States, US",39.4789,-89.9803
"Fidelity, Illinois, IL, United States, US",39.1546,-90.1642
"East Alton, Illinois, IL, United States, US",38.884,-90.1073
"Bingham, Illinois, IL, United States, US",39.1122,-89.2137
"West Union, Illinois, IL, United States, US",39.215,-87.6657
"Downs, Illinois, IL, United States, US",40.3998,-88.8904
"Rantoul, Illinois, IL, United States, US",40.3031,-88.1549
"Loraine, Illinois, IL, United States, US",40.1525,-91.2216
"Alexis, Illinois, IL, United States, US",41.0629,-90.5555
"Concord, Illinois, IL, United States, US",39.8154,-90.3698
"Forest Lake, Illinois, IL, United States, US",42.2103,-88.0532
"Fairmont, Illinois, IL, United States, US",41.5614,-88.0587
"Elwood, Illinois, IL, United States, US",41.4119,-88.1346
"Galena, Illinois, IL, United States, US",42.4218,-90.4293
"Burnham, Illinois, IL, United States, US",41.6376,-87.5447
"New Berlin, Illinois, IL, United States, US",39.7259,-89.9134
"Le Roy, Illinois, IL, United States, US",40.3395,-88.7629
"Urbana, Illinois, IL, United States, US",40.1106,-88.1972
"Onarga, Illinois, IL, United States, US",40.7153,-88.0107
"Danforth, Illinois, IL, United States, US",40.8218,-87.9778
"Mason, Illinois, IL, United States, US",38.9537,-88.6259
"Wapella, Illinois, IL, United States, US",40.2218,-88.9612
"Smithfield, Illinois, IL, United States, US",40.4744,-90.2949
"North Aurora, Illinois, IL, United States, US",41.8083,-88.3413
"Standard, Illinois, IL, United States, US",41.2559,-89.1814
"Hinsdale, Illinois, IL, United States, US",41.8005,-87.9273
"Saunemin, Illinois, IL, United States, US",40.8908,-88.4051
"Pearl City, Illinois, IL, United States, US",42.2668,-89.8271
"Lyndon, Illinois, IL, United States, US",41.7173,-89.9238
"Country Club Hills, Illinois, IL, United States, US",41.5638,-87.725
"Hickory Hills, Illinois, IL, United States, US",41.7248,-87.8281
"Bement, Illinois, IL, United States, US",39.9229,-88.5724
"Steward, Illinois, IL, United States, US",41.8493,-89.015
"Valmeyer, Illinois, IL, United States, US",38.3064,-90.2979
"St. Anne, Illinois, IL, United States, US",41.0233,-87.7184
"Earlville, Illinois, IL, United States, US",41.588,-88.9229
"Carlyle, Illinois, IL, United States, US",38.6218,-89.3733
"Hettick, Illinois, IL, United States, US",39.3557,-90.0372
"Leaf River, Illinois, IL, United States, US",42.1236,-89.404
"Danville, Illinois, IL, United States, US",40.1423,-87.6114
"Geneva, Illinois, IL, United States, US",41.8833,-88.3242
"Donnellson, Illinois, IL, United States, US",39.0306,-89.4745
"Albers, Illinois, IL, United States, US",38.5452,-89.6143
"Villa Park, Illinois, IL, United States, US",41.8864,-87.9779
